player,threshold,games,mean_score,std_score,median_score,win_rate,bust_rate,flip7_rate,avg_draws_per_round,avg_second_chances_used
Bot A,0.45,50000,12.7678,23.134,0.0,0.4496,0.68872,0.0491,5.1984,0.1016
Bot B,0.45,50000,12.8704,23.3604,0.0,0.4488,0.6774,0.05092,5.1464,0.1034
Bot C,0.45,50000,12.675,23.1889,0.0,0.44686,0.6699,0.04986,5.0784,0.1023
Custom,1.0,50000,9.9806,22.8871,0.0,0.39978,0.72654,0.08656,5.2032,0.1157
